eps,min_samples,silhouette_score,davies_bouldin_score,number_of_clusters,min_cluster_size,max_cluster_size,mean_cluster_size,cluster_size_75pct,cluster_size_25pct,total_noise_points
0.15,72,-0.11363218267826644,1.1110774854776604,3.0,45.0,40174.0,13476.0,20191.5,127.0,40174
0.15,73,-0.11190388712262665,1.1209417403247601,3.0,74.0,40174.0,13476.0,20177.0,127.0,40174
0.15,74,-0.12152077605255071,1.0920739433931543,4.0,45.0,40193.0,10107.0,10141.25,60.75,40193
0.15,75,-0.09898057081248265,1.0856659066389538,3.0,66.0,40238.0,13476.0,20181.0,95.0,40238
0.15,76,-0.09971007051126518,1.0903005490124118,3.0,52.0,40252.0,13476.0,20188.0,88.0,40252
0.15,77,-0.09971007051126518,1.0903005490124118,3.0,52.0,40252.0,13476.0,20188.0,88.0,40252
0.15,78,-0.09971007051126518,1.0903005490124118,3.0,52.0,40252.0,13476.0,20188.0,88.0,40252
0.15,79,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,80,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,81,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,82,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,83,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,84,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,85,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,86,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,87,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,88,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,89,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,90,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,91,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,92,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,93,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,94,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,95,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,96,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,97,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,98,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,99,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15,100,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,5,-0.3936942028221615,1.3513434837282943,168.0,2.0,35629.0,240.64285714285714,9.0,5.0,3391
0.15510204081632653,6,-0.4627007325151067,1.2635470675876086,158.0,1.0,34806.0,255.873417721519,11.0,6.0,4153
0.15510204081632653,7,-0.4794903628678273,1.2363834769182003,142.0,1.0,33918.0,284.7042253521127,12.0,7.0,5039
0.15510204081632653,8,-0.5181882633063967,1.331379932361437,120.0,1.0,33092.0,336.9,12.25,7.0,5968
0.15510204081632653,9,-0.5074062951937861,1.468916387723314,111.0,3.0,32369.0,364.2162162162162,13.0,7.0,6833
0.15510204081632653,10,-0.5481090307394723,1.4164988001512255,103.0,1.0,28748.0,392.50485436893206,15.0,8.0,7750
0.15510204081632653,11,-0.5557632035851018,1.442212020610506,107.0,1.0,28004.0,377.8317757009346,15.0,7.0,8587
0.15510204081632653,12,-0.5565256669854736,1.3996711693537611,97.0,1.0,27269.0,416.78350515463916,17.0,8.0,9582
0.15510204081632653,13,-0.5682002632118016,1.404558078482862,93.0,2.0,26482.0,434.7096774193548,24.0,10.0,10489
0.15510204081632653,14,-0.5723703255131988,1.5668756090132663,97.0,1.0,25496.0,416.78350515463916,29.0,11.0,11463
0.15510204081632653,15,-0.5661530535956887,1.4756924080869487,93.0,3.0,24865.0,434.7096774193548,24.0,11.0,12487
0.15510204081632653,16,-0.5725882915957998,1.5157267090189055,105.0,2.0,23609.0,385.0285714285714,23.0,11.0,13518
0.15510204081632653,17,-0.5796245710278859,1.6061785392729557,89.0,2.0,22767.0,454.24719101123594,28.0,11.0,14504
0.15510204081632653,18,-0.5874648433331988,1.6207088056758872,95.0,4.0,21814.0,425.5578947368421,30.5,12.0,15470
0.15510204081632653,19,-0.5966733487017026,1.6193815698579577,96.0,5.0,20974.0,421.125,29.5,14.0,16497
0.15510204081632653,20,-0.6008425996748934,1.6787383200963726,85.0,2.0,20104.0,475.6235294117647,30.0,16.0,17587
0.15510204081632653,21,-0.5923094636546066,1.6656274051681819,68.0,5.0,19558.0,594.5294117647059,35.0,17.0,18587
0.15510204081632653,22,-0.5919459521711666,1.698816001529576,61.0,1.0,19617.0,662.7540983606557,35.0,20.0,19617
0.15510204081632653,23,-0.6105840218801181,1.5297245517963385,62.0,3.0,20605.0,652.0645161290323,29.0,17.25,20605
0.15510204081632653,24,-0.6109986343022547,1.6440188819947834,60.0,6.0,21437.0,673.8,31.25,17.0,21437
0.15510204081632653,25,-0.6051887088525065,1.7046462858983755,48.0,7.0,22278.0,842.25,36.25,20.75,22278
0.15510204081632653,26,-0.601438314587354,1.9227979480365145,42.0,5.0,23120.0,962.5714285714286,40.25,20.25,23120
0.15510204081632653,27,-0.6106218958224043,2.0101713257729115,47.0,10.0,23804.0,860.1702127659574,38.5,21.0,23804
0.15510204081632653,28,-0.6095055232206983,2.117554899704361,37.0,12.0,24570.0,1092.6486486486488,43.0,23.0,24570
0.15510204081632653,29,-0.6087278997141125,1.989688823043598,33.0,12.0,25283.0,1225.090909090909,55.0,24.0,25283
0.15510204081632653,30,-0.5936289907904212,1.8922924239543126,37.0,7.0,25916.0,1092.6486486486488,51.0,25.0,25916
0.15510204081632653,31,-0.5315437868651746,1.6322773290930166,29.0,12.0,26568.0,1394.0689655172414,52.0,22.0,26568
0.15510204081632653,32,-0.546091313438661,1.672134397799145,28.0,2.0,27246.0,1443.857142857143,54.0,22.75,27246
0.15510204081632653,33,-0.5696952316969014,1.723604243416554,27.0,2.0,27895.0,1497.3333333333333,61.0,22.5,27895
0.15510204081632653,34,-0.5707845061235314,1.7071728091317444,28.0,12.0,28311.0,1443.857142857143,61.5,24.5,28311
0.15510204081632653,35,-0.5626540200352746,1.7660743184602576,23.0,12.0,28902.0,1757.7391304347825,63.0,27.5,28902
0.15510204081632653,36,-0.5721718389617544,1.5151054163142113,22.0,13.0,29532.0,1837.6363636363637,53.5,24.5,29532
0.15510204081632653,37,-0.556982159874558,1.812344205000694,20.0,13.0,30070.0,2021.4,50.5,27.0,30070
0.15510204081632653,38,-0.5459168509542042,1.707974322745917,21.0,5.0,30463.0,1925.142857142857,60.0,28.0,30463
0.15510204081632653,39,-0.519066639846885,1.831064231039969,20.0,9.0,30899.0,2021.4,62.75,28.0,30899
0.15510204081632653,40,-0.5335651200638069,1.7682534142611754,24.0,10.0,31174.0,1684.5,62.0,22.0,31174
0.15510204081632653,41,-0.5121005583010313,1.8282163846642716,18.0,11.0,31879.0,2246.0,80.25,29.0,31879
0.15510204081632653,42,-0.4297874690173985,1.5976833132060748,11.0,28.0,32447.0,3675.2727272727275,690.0,38.0,32447
0.15510204081632653,43,-0.45713571511139,1.5264249967688495,13.0,15.0,32814.0,3109.846153846154,438.0,30.0,32814
0.15510204081632653,44,-0.46761055197680734,1.8742260658879215,13.0,6.0,33252.0,3109.846153846154,392.0,33.0,33252
0.15510204081632653,45,-0.4823860788347473,1.729231736568722,17.0,6.0,33664.0,2378.1176470588234,107.0,26.0,33664
0.15510204081632653,46,-0.4987081644515363,1.5631014168204678,24.0,9.0,34000.0,1684.5,55.25,25.25,34000
0.15510204081632653,47,-0.4757656120907859,1.3938206749438677,19.0,20.0,34471.0,2127.7894736842104,229.0,29.0,34471
0.15510204081632653,48,-0.4659391144297891,1.3399233529458088,20.0,25.0,34977.0,2021.4,180.75,37.5,34977
0.15510204081632653,49,-0.4391679706302395,1.3306643375634262,20.0,13.0,35355.0,2021.4,227.25,41.75,35355
0.15510204081632653,50,-0.4459533662722379,1.3146360197318065,20.0,13.0,35633.0,2021.4,189.0,42.0,35633
0.15510204081632653,51,-0.44955616168943907,1.3323196279095053,18.0,13.0,35953.0,2246.0,159.5,51.0,35953
0.15510204081632653,52,-0.4312719840546387,1.413729137603239,18.0,21.0,36337.0,2246.0,194.25,40.0,36337
0.15510204081632653,53,-0.43530605190523164,1.3924615041759545,14.0,7.0,36754.0,2887.714285714286,201.75,42.0,36754
0.15510204081632653,54,-0.4380425171024072,1.3866020709872644,16.0,25.0,36952.0,2526.75,152.25,48.0,36952
0.15510204081632653,55,-0.4503149051341179,1.3698238426013545,17.0,25.0,37222.0,2378.1176470588234,138.0,39.0,37222
0.15510204081632653,56,-0.45659228913472977,1.3664292306654513,17.0,25.0,37455.0,2378.1176470588234,75.0,39.0,37455
0.15510204081632653,57,-0.44600085479052015,1.3614316104181807,16.0,25.0,37740.0,2526.75,81.75,50.75,37740
0.15510204081632653,58,-0.44572774066562515,1.3517410039587439,14.0,25.0,38033.0,2887.714285714286,91.5,60.25,38033
0.15510204081632653,59,-0.44831653408189265,1.38933777838258,15.0,25.0,38183.0,2695.2,113.5,59.5,38183
0.15510204081632653,60,-0.4300092651996397,1.396621403301171,14.0,20.0,38425.0,2887.714285714286,89.25,60.25,38425
0.15510204081632653,61,-0.40316823203738456,1.3223860318409626,12.0,35.0,38604.0,3369.0,218.5,60.5,38604
0.15510204081632653,62,-0.3740641606856278,1.3479320717357948,10.0,56.0,38785.0,4042.8,458.25,62.25,38785
0.15510204081632653,63,-0.3563158464976872,1.3802129550927222,9.0,56.0,39021.0,4492.0,498.0,64.0,39021
0.15510204081632653,64,-0.30559056143271485,1.357830431171049,7.0,60.0,39182.0,5775.428571428572,495.5,64.5,39182
0.15510204081632653,65,-0.3068579325113179,1.359227894248623,7.0,60.0,39223.0,5775.428571428572,476.0,63.5,39223
0.15510204081632653,66,-0.3017192627153906,1.3413773369968363,9.0,43.0,39324.0,4492.0,327.0,62.0,39324
0.15510204081632653,67,-0.31073158515947785,1.2932685158289348,10.0,30.0,39436.0,4042.8,161.25,62.25,39436
0.15510204081632653,68,-0.31864071075510386,1.3136496332369043,10.0,31.0,39517.0,4042.8,141.25,62.25,39517
0.15510204081632653,69,-0.3181318778747758,1.3205108095525655,9.0,48.0,39632.0,4492.0,103.0,69.0,39632
0.15510204081632653,70,-0.32048242333526566,1.3138699610914892,9.0,45.0,39732.0,4492.0,89.0,70.0,39732
0.15510204081632653,71,-0.3193304649954089,1.3098592479057525,7.0,45.0,39870.0,5775.428571428572,149.5,71.0,39870
0.15510204081632653,72,-0.2807559687579829,1.3384920526165245,5.0,45.0,40012.0,8085.6,227.0,72.0,40012
0.15510204081632653,73,-0.11481896160771164,1.1165410553687167,3.0,45.0,40156.0,13476.0,20191.5,136.0,40156
0.15510204081632653,74,-0.11308285336303715,1.126071780536591,3.0,74.0,40156.0,13476.0,20177.0,136.0,40156
0.15510204081632653,75,-0.07918952657133965,1.1191472660651363,2.0,227.0,40201.0,20214.0,30207.5,10220.5,40201
0.15510204081632653,76,-0.08352400639471216,1.1252023569729266,2.0,213.0,40215.0,20214.0,30214.5,10213.5,40215
0.15510204081632653,77,-0.08352400639471216,1.1252023569729266,2.0,213.0,40215.0,20214.0,30214.5,10213.5,40215
0.15510204081632653,78,-0.08470634928868381,1.1263472879019918,2.0,207.0,40221.0,20214.0,30217.5,10210.5,40221
0.15510204081632653,79,-0.07604523189768174,1.0815940760482041,2.0,152.0,40276.0,20214.0,30245.0,10183.0,40276
0.15510204081632653,80,-0.08538321336173588,1.0927342177358323,2.0,115.0,40313.0,20214.0,30263.5,10164.5,40313
0.15510204081632653,81,-0.08538321336173588,1.0927342177358323,2.0,115.0,40313.0,20214.0,30263.5,10164.5,40313
0.15510204081632653,82,-0.09161441948695097,1.0953909102761774,2.0,83.0,40345.0,20214.0,30279.5,10148.5,40345
0.15510204081632653,83,-0.09161441948695097,1.0953909102761774,2.0,83.0,40345.0,20214.0,30279.5,10148.5,40345
0.15510204081632653,84,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,85,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,86,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,87,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,88,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,89,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,90,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,91,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,92,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,93,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,94,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,95,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,96,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,97,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,98,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,99,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.15510204081632653,100,,,1.0,40428.0,40428.0,40428.0,40428.0,40428.0,40428
0.16020408163265307,5,-0.30417554620157505,1.4442254247994504,118.0,2.0,37033.0,342.6101694915254,9.0,5.0,2422
0.16020408163265307,6,-0.32106750270902623,1.363724002242515,90.0,2.0,36465.0,449.2,11.0,6.0,2978
0.16020408163265307,7,-0.3829941661924433,1.3766357429481542,87.0,2.0,35959.0,464.6896551724138,12.0,7.0,3543
0.16020408163265307,8,-0.4103989112403322,1.329297824548585,81.0,2.0,35233.0,499.1111111111111,14.0,8.0,4195
0.16020408163265307,9,-0.4058257043333259,1.3417700311379652,77.0,1.0,34500.0,525.038961038961,15.0,8.0,4832
0.16020408163265307,10,-0.4240612144121977,1.4751567578328768,65.0,4.0,33794.0,621.9692307692308,22.0,9.0,5537
0.16020408163265307,11,-0.44700376671627545,1.3389085601611228,56.0,3.0,33257.0,721.9285714285714,22.25,11.0,6159
0.16020408163265307,12,-0.44262664578782646,1.398393813113409,50.0,2.0,32703.0,808.56,24.5,12.0,6752
0.16020408163265307,13,-0.4756396163299808,1.691382104122649,60.0,2.0,28980.0,673.8,25.25,9.75,7345
0.16020408163265307,14,-0.5033545629037413,1.5084675109609063,52.0,3.0,28530.0,777.4615384615385,22.0,9.75,8112
0.16020408163265307,15,-0.5248387465023266,1.6167551211626392,55.0,3.0,27899.0,735.0545454545454,21.5,11.5,8829
0.16020408163265307,16,-0.5169317187386585,1.7817496298658075,52.0,7.0,27058.0,777.4615384615385,29.0,13.75,9458
0.16020408163265307,17,-0.49394090708322513,1.6893774932254795,47.0,4.0,26449.0,860.1702127659574,36.0,14.5,10207
0.16020408163265307,18,-0.5129046191839705,1.6580689380869096,48.0,6.0,25568.0,842.25,40.0,17.75,10935
0.16020408163265307,19,-0.524704431917105,1.7117158403303105,55.0,3.0,25081.0,735.0545454545454,44.0,14.5,11644
0.16020408163265307,20,-0.5159010677484198,1.7560930287383354,50.0,9.0,24552.0,808.56,48.75,19.25,12407
0.16020408163265307,21,-0.5165080559332055,1.6783390423440234,53.0,5.0,23789.0,762.7924528301887,50.0,21.0,13156
0.16020408163265307,22,-0.4925216954797677,1.7072300966411804,58.0,10.0,22801.0,697.0344827586207,43.75,22.0,13894
0.16020408163265307,23,-0.5317084058737633,1.777673406525168,55.0,3.0,22314.0,735.0545454545454,46.0,21.5,14730
0.16020408163265307,24,-0.5215136840043674,1.690783792691785,51.0,12.0,21653.0,792.7058823529412,78.5,24.0,15600
0.16020408163265307,25,-0.5573799121458209,1.6913408584465883,45.0,9.0,21265.0,898.4,62.0,25.0,16393
0.16020408163265307,26,-0.5541193990090135,1.803787697894036,46.0,11.0,20558.0,878.8695652173913,58.0,22.25,17190
0.16020408163265307,27,-0.5623249124205253,1.9041174794518325,41.0,8.0,19750.0,986.0487804878048,89.0,27.0,18068
0.16020408163265307,28,-0.549922042719608,1.6889152713696687,35.0,13.0,19484.0,1155.0857142857142,71.0,29.0,18662
0.16020408163265307,29,-0.5451343301942629,2.339281916736781,33.0,13.0,19361.0,1225.090909090909,87.0,29.0,19361
0.16020408163265307,30,-0.5594191443348002,2.2520189981732504,33.0,10.0,20070.0,1225.090909090909,76.0,30.0,20070
0.16020408163265307,31,-0.5312451257264481,2.272856646834297,27.0,20.0,20737.0,1497.3333333333333,82.5,31.0,20737
0.16020408163265307,32,-0.5446327418659402,2.408412412653825,29.0,17.0,21403.0,1394.0689655172414,69.0,28.0,21403
0.16020408163265307,33,-0.5857446802805999,1.895915089825658,33.0,10.0,22011.0,1225.090909090909,57.0,33.0,22011
0.16020408163265307,34,-0.5915443473646504,1.9068914755637811,29.0,13.0,22669.0,1394.0689655172414,66.0,34.0,22669
0.16020408163265307,35,-0.5629694143660536,1.7904296904722954,27.0,19.0,23283.0,1497.3333333333333,94.0,39.5,23283
0.16020408163265307,36,-0.558612312797829,1.6618219449810154,30.0,10.0,23870.0,1347.6,58.75,30.25,23870
0.16020408163265307,37,-0.5605408905516616,1.7213975174195066,29.0,14.0,24366.0,1394.0689655172414,55.0,34.0,24366
0.16020408163265307,38,-0.5211169236640311,1.7437454851169052,22.0,22.0,25098.0,1837.6363636363637,107.25,38.25,25098
0.16020408163265307,39,-0.4783430299426593,1.5014111552781102,16.0,22.0,25665.0,2526.75,115.0,39.0,25665
0.16020408163265307,40,-0.5027969523105169,1.6008709412998567,18.0,22.0,26168.0,2246.0,155.25,40.0,26168
0.16020408163265307,41,-0.5002818737941946,1.6013920728776474,18.0,20.0,26657.0,2246.0,113.0,41.5,26657
0.16020408163265307,42,-0.4983343510758186,1.628682437641142,17.0,21.0,27089.0,2378.1176470588234,102.0,39.0,27089
0.16020408163265307,43,-0.4840241528954176,1.6987913225090332,15.0,21.0,27592.0,2695.2,124.0,43.5,27592
0.16020408163265307,44,-0.4738171950287896,1.7360245727805046,13.0,28.0,28009.0,3109.846153846154,166.0,44.0,28009
0.16020408163265307,45,-0.466533908801325,1.8008011749774941,10.0,28.0,28297.0,4042.8,163.25,48.5,28297
0.16020408163265307,46,-0.4763974561544717,1.7345953108381829,11.0,20.0,28637.0,3675.2727272727275,159.5,40.0,28637
0.16020408163265307,47,-0.5258108301620221,1.731330750542125,15.0,5.0,28942.0,2695.2,157.5,45.5,28942
0.16020408163265307,48,-0.5363707120544755,1.830174813155971,16.0,23.0,29229.0,2526.75,149.75,37.5,29229
0.16020408163265307,49,-0.5336010901153531,1.7104770862202152,17.0,15.0,29702.0,2378.1176470588234,89.0,37.0,29702
0.16020408163265307,50,-0.5161331815539575,1.7012495115822481,17.0,15.0,30236.0,2378.1176470588234,111.0,51.0,30236
0.16020408163265307,51,-0.5193850620469921,1.6553603650001796,17.0,15.0,30691.0,2378.1176470588234,109.0,51.0,30691
0.16020408163265307,52,-0.4271282605741074,1.6953770315888457,11.0,22.0,31373.0,3675.2727272727275,127.5,56.0,31373
0.16020408163265307,53,-0.4418174212265585,1.4495357425919122,13.0,25.0,31662.0,3109.846153846154,140.0,37.0,31662
0.16020408163265307,54,-0.43806417781168244,1.4959253444703522,11.0,30.0,31956.0,3675.2727272727275,1711.5,41.0,31956
0.16020408163265307,55,-0.2784726716619131,1.5387599625937245,7.0,47.0,32297.0,5775.428571428572,3924.5,53.5,32297
0.16020408163265307,56,-0.2551639274195398,1.5600175384218051,7.0,52.0,32655.0,5775.428571428572,3358.0,173.0,32655
