eps,min_samples,silhouette_score,davies_bouldin_score,number_of_clusters,min_cluster_size,max_cluster_size,mean_cluster_size,cluster_size_75pct,cluster_size_25pct,total_noise_points
0.17551020408163265,72,-0.2942203952463492,1.7639022762802645,6.0,56.0,31759.0,6738.0,4745.5,99.75,31759
0.17551020408163265,73,-0.296009428525607,1.7412606287157286,6.0,56.0,31977.0,6738.0,4643.75,85.0,31977
0.17551020408163265,74,-0.2527509631555171,1.8289378544787602,5.0,66.0,32140.0,8085.6,5115.0,132.0,32140
0.17551020408163265,75,-0.21424669077520717,1.595848896220847,5.0,130.0,32450.0,8085.6,3930.0,1075.0,32450
0.17551020408163265,76,-0.21943989244352186,1.591445832676134,5.0,111.0,32732.0,8085.6,3800.0,963.0,32732
0.17551020408163265,77,-0.30012065666087406,1.453403552099827,6.0,69.0,33100.0,6738.0,3357.25,522.0,33100
0.17551020408163265,78,-0.3533289367178793,1.6544615262325684,7.0,34.0,33354.0,5775.428571428572,2943.5,200.5,33354
0.17551020408163265,79,-0.36992937612659077,1.5774576036048806,8.0,34.0,33531.0,5053.5,2522.25,56.5,33531
0.17551020408163265,80,-0.37979568556929816,1.5422268221765365,8.0,34.0,33791.0,5053.5,2462.5,54.75,33791
0.17551020408163265,81,-0.3753253505847038,1.508348495032627,9.0,42.0,33976.0,4492.0,2158.0,117.0,33976
0.17551020408163265,82,-0.37907218979211343,1.5163580784715356,9.0,46.0,34097.0,4492.0,2153.0,83.0,34097
0.17551020408163265,83,-0.36555732171496297,1.5730705578165918,9.0,15.0,34416.0,4492.0,2097.0,83.0,34416
0.17551020408163265,84,-0.40115355298294636,1.5426956475965057,11.0,15.0,34623.0,3675.2727272727275,1248.5,62.0,34623
0.17551020408163265,85,-0.40542989992544093,1.5009751026397462,13.0,21.0,34793.0,3109.846153846154,407.0,81.0,34793
0.17551020408163265,86,-0.41908683291123994,1.5123638333144795,13.0,29.0,35033.0,3109.846153846154,378.0,125.0,35033
0.17551020408163265,87,-0.42218669937376585,1.5042866719596348,13.0,30.0,35215.0,3109.846153846154,354.0,86.0,35215
0.17551020408163265,88,-0.4230254257229996,1.4669868414145228,13.0,49.0,35368.0,3109.846153846154,353.0,86.0,35368
0.17551020408163265,89,-0.4191324501252524,1.4583018380276256,13.0,58.0,35648.0,3109.846153846154,308.0,100.0,35648
0.17551020408163265,90,-0.4203979694741553,1.4316590738121961,12.0,24.0,35991.0,3369.0,567.75,96.5,35991
0.17551020408163265,91,-0.42088114730056136,1.4250992085795324,12.0,55.0,36108.0,3369.0,561.75,80.5,36108
0.17551020408163265,92,-0.4231460741848349,1.422992064541372,12.0,63.0,36258.0,3369.0,538.0,81.25,36258
0.17551020408163265,93,-0.4255177849092103,1.423021546429582,12.0,52.0,36333.0,3369.0,535.75,81.25,36333
0.17551020408163265,94,-0.4245831551635968,1.471831778183429,11.0,52.0,36607.0,3675.2727272727275,809.0,81.5,36607
0.17551020408163265,95,-0.41726229234493345,1.38548686449646,10.0,52.0,36728.0,4042.8,1058.5,96.25,36728
0.17551020408163265,96,-0.4200704359326758,1.3575749449057748,9.0,94.0,36958.0,4492.0,1303.0,106.0,36958
0.17551020408163265,97,-0.4256129594861136,1.3477036930831847,9.0,94.0,37207.0,4492.0,1293.0,98.0,37207
0.17551020408163265,98,-0.3850643435284634,1.3064676549416563,9.0,26.0,37347.0,4492.0,1234.0,98.0,37347
0.17551020408163265,99,-0.3619976682103701,1.2145613732154839,8.0,26.0,37499.0,5053.5,1228.0,98.5,37499
0.17551020408163265,100,-0.3647413783053578,1.2139863250677538,8.0,26.0,37615.0,5053.5,1185.75,92.75,37615
0.18061224489795918,5,-0.24468469296074918,1.4714449917556303,82.0,3.0,38126.0,493.0243902439024,9.0,5.0,1695
0.18061224489795918,6,-0.28005437640411757,1.406491592221515,73.0,2.0,37759.0,553.8082191780821,10.0,6.0,2092
0.18061224489795918,7,-0.32120571259892194,1.4042001990877793,58.0,2.0,37377.0,697.0344827586207,10.0,7.0,2538
0.18061224489795918,8,-0.3604435094010754,1.4627255914701391,57.0,1.0,36940.0,709.2631578947369,11.0,7.0,2907
0.18061224489795918,9,-0.32679085875770125,1.2495173189472,57.0,3.0,36451.0,709.2631578947369,12.0,7.0,3344
0.18061224489795918,10,-0.34348248038453866,1.3264046089997241,42.0,5.0,36101.0,962.5714285714286,12.0,9.0,3814
0.18061224489795918,11,-0.37158636868399303,1.3146715091980652,32.0,1.0,35693.0,1263.375,17.25,10.75,4320
0.18061224489795918,12,-0.3799649870961681,1.24923394733976,45.0,1.0,35089.0,898.4,15.0,9.0,4750
0.18061224489795918,13,-0.4194738059660433,1.311901428968608,49.0,1.0,34398.0,825.0612244897959,17.0,9.0,5242
0.18061224489795918,14,-0.4380426402991533,1.4129549680704074,42.0,2.0,33974.0,962.5714285714286,17.75,9.0,5756
0.18061224489795918,15,-0.4372474829332987,1.3752843745861154,35.0,7.0,33427.0,1155.0857142857142,26.5,9.5,6347
0.18061224489795918,16,-0.44767553825346834,1.2572189582015973,28.0,3.0,33090.0,1443.857142857143,25.75,13.0,6794
0.18061224489795918,17,-0.4180554767770999,1.3194652577961057,28.0,4.0,32600.0,1443.857142857143,26.0,14.0,7330
0.18061224489795918,18,-0.4373920844786304,1.4918090422552621,24.0,7.0,32232.0,1684.5,26.5,12.75,7787
0.18061224489795918,19,-0.41524729730073384,1.8506686547562043,19.0,10.0,31844.0,2127.7894736842104,23.0,13.5,8279
0.18061224489795918,20,-0.4062650027187842,1.5294421749521179,15.0,3.0,31467.0,2695.2,27.0,14.5,8725
0.18061224489795918,21,-0.4366883078370159,1.785999425021791,17.0,4.0,30984.0,2378.1176470588234,22.0,8.0,9176
0.18061224489795918,22,-0.4550536916535311,1.7074934834965427,16.0,7.0,30416.0,2526.75,42.75,12.25,9704
0.18061224489795918,23,-0.4487192489493528,1.7504325384952486,15.0,12.0,29805.0,2695.2,47.0,14.5,10231
0.18061224489795918,24,-0.5069410362717687,1.6773982041629116,23.0,10.0,29234.0,1757.7391304347825,39.5,14.0,10670
0.18061224489795918,25,-0.5037094112905508,1.6586443394005344,22.0,8.0,28567.0,1837.6363636363637,48.0,19.0,11148
0.18061224489795918,26,-0.4325897419559864,1.4007139907093291,24.0,11.0,27837.0,1684.5,49.75,25.75,11701
0.18061224489795918,27,-0.4374375854851796,1.253022750943273,29.0,5.0,27183.0,1394.0689655172414,40.0,21.0,12269
0.18061224489795918,28,-0.4873851130470091,1.4456469503148357,31.0,7.0,26611.0,1304.1290322580646,40.0,18.5,12824
0.18061224489795918,29,-0.4439668443013093,1.4902656744097103,26.0,9.0,25936.0,1554.923076923077,42.25,25.25,13365
0.18061224489795918,30,-0.5302342327251112,1.5665209222443577,27.0,1.0,25420.0,1497.3333333333333,54.0,20.0,13989
0.18061224489795918,31,-0.47584667107353773,1.3169992366829308,21.0,13.0,24867.0,1925.142857142857,63.0,27.0,14665
0.18061224489795918,32,-0.48535685415483265,1.654870359289338,23.0,4.0,24188.0,1757.7391304347825,59.0,25.5,15191
0.18061224489795918,33,-0.48505275366823697,1.7399594177974271,22.0,8.0,23261.0,1837.6363636363637,126.25,32.25,15700
0.18061224489795918,34,-0.4929944868937352,1.6756395666439665,20.0,11.0,22803.0,2021.4,117.75,31.0,16350
0.18061224489795918,35,-0.49096969316336203,1.6950033665177522,23.0,13.0,22217.0,1757.7391304347825,100.5,29.0,16839
0.18061224489795918,36,-0.48301088738335807,1.7964330113152727,20.0,15.0,21750.0,2021.4,144.75,32.75,17331
0.18061224489795918,37,-0.47227516666483416,1.7979421675234568,22.0,11.0,21311.0,1837.6363636363637,81.75,31.0,17963
0.18061224489795918,38,-0.4501014480143151,1.866888980694897,19.0,11.0,20884.0,2127.7894736842104,100.5,34.0,18593
0.18061224489795918,39,-0.38628627772091784,1.870138699782221,16.0,9.0,20570.0,2526.75,86.0,24.25,19164
0.18061224489795918,40,-0.4616907220639171,1.7524772624747855,16.0,22.0,19939.0,2526.75,107.0,30.75,19589
0.18061224489795918,41,-0.49693950457438385,2.643809782626507,19.0,12.0,20042.0,2127.7894736842104,104.5,34.5,20042
0.18061224489795918,42,-0.5000060345213391,2.5436786492161847,18.0,11.0,20443.0,2246.0,108.75,36.0,20443
0.18061224489795918,43,-0.48236762189789667,2.8515140092278903,13.0,14.0,20979.0,3109.846153846154,121.0,30.0,20979
0.18061224489795918,44,-0.49387212840835704,2.6027036747200163,12.0,12.0,21435.0,3369.0,119.75,45.75,21435
0.18061224489795918,45,-0.4239062876909719,2.747007715305911,10.0,36.0,21657.0,4042.8,141.5,52.75,21657
0.18061224489795918,46,-0.4097530484084263,2.7207496890107787,10.0,24.0,22210.0,4042.8,98.5,44.5,22210
0.18061224489795918,47,-0.46928759903697975,2.7369713514653817,10.0,12.0,22631.0,4042.8,93.5,32.75,22631
0.18061224489795918,48,-0.35013721652621,3.075258230755683,7.0,41.0,22979.0,5775.428571428572,8611.0,56.5,22979
0.18061224489795918,49,-0.4450872099342223,2.7985550670223187,10.0,32.0,23256.0,4042.8,72.75,40.25,23256
0.18061224489795918,50,-0.4858783662520268,1.6442270046068852,13.0,9.0,23695.0,3109.846153846154,71.0,38.0,23695
0.18061224489795918,51,-0.42599340602744123,1.7056159143735479,11.0,9.0,24153.0,3675.2727272727275,113.5,43.5,24153
0.18061224489795918,52,-0.4098536288606872,1.6849668886932434,10.0,9.0,24525.0,4042.8,90.75,52.25,24525
0.18061224489795918,53,-0.37756753511175134,1.626376607400109,9.0,16.0,24929.0,4492.0,87.0,48.0,24929
0.18061224489795918,54,-0.38372533426422134,1.6033824474192824,10.0,24.0,25320.0,4042.8,83.5,34.5,25320
0.18061224489795918,55,-0.3389106003879822,1.6812343298917085,9.0,30.0,25673.0,4492.0,93.0,55.0,25673
0.18061224489795918,56,-0.3169660560771306,1.8989505129114006,6.0,55.0,26056.0,6738.0,10608.5,56.75,26056
0.18061224489795918,57,-0.3297508909314425,1.839522261002154,6.0,23.0,26376.0,6738.0,10391.5,55.75,26376
0.18061224489795918,58,-0.28475897550586193,1.6983457244669362,6.0,24.0,26652.0,6738.0,10072.25,65.75,26652
0.18061224489795918,59,-0.29307082800541023,1.6956761633470399,6.0,9.0,26968.0,6738.0,9897.75,39.5,26968
0.18061224489795918,60,-0.2507438809548391,1.5697488609286747,6.0,9.0,27251.0,6738.0,9719.25,20.75,27251
0.18061224489795918,61,-0.3007139226868462,1.7165081633248829,5.0,41.0,27417.0,8085.6,12579.0,187.0,27417
0.18061224489795918,62,-0.3830587127616082,1.7270985798137695,7.0,30.0,27704.0,5775.428571428572,6231.5,49.0,27704
0.18061224489795918,63,-0.35716464765132017,1.6002037730820027,7.0,35.0,28055.0,5775.428571428572,6068.0,49.0,28055
0.18061224489795918,64,-0.3633812606207395,1.7006595267486182,6.0,30.0,28347.0,6738.0,8916.25,43.5,28347
0.18061224489795918,65,-0.3888186645257287,1.5830203045383748,7.0,19.0,28654.0,5775.428571428572,5791.0,53.5,28654
0.18061224489795918,66,-0.4255261287579087,2.237257511222399,8.0,16.0,29032.0,5053.5,2851.5,46.5,29032
0.18061224489795918,67,-0.37166382165565537,2.550102504056087,6.0,42.0,29378.0,6738.0,8132.75,46.25,29378
0.18061224489795918,68,-0.2824062722618367,2.6504906879554757,4.0,59.0,29616.0,10107.0,15414.75,68.75,29616
0.18061224489795918,69,-0.2830111066247488,2.6134917286524977,4.0,59.0,29817.0,10107.0,15315.0,68.0,29817
0.18061224489795918,70,-0.3149393949614241,2.416485538768039,5.0,64.0,30011.0,8085.6,10057.0,75.0,30011
0.18061224489795918,71,-0.3662261480788212,1.9349514090766373,6.0,63.0,30264.0,6738.0,7289.0,98.25,30264
0.18061224489795918,72,-0.30111766054009576,2.6271858728989987,6.0,24.0,30686.0,6738.0,7052.5,87.5,30686
0.18061224489795918,73,-0.301173528690562,2.516731194098034,6.0,28.0,30888.0,6738.0,6916.0,86.0,30888
0.18061224489795918,74,-0.3686293777511866,2.0077529609459006,8.0,35.0,31084.0,5053.5,2336.5,59.75,31084
0.18061224489795918,75,-0.3628219918975345,2.21135051779615,7.0,44.0,31225.0,5775.428571428572,4471.0,70.5,31225
0.18061224489795918,76,-0.35465019470173464,1.7798352989406945,6.0,52.0,31464.0,6738.0,6500.75,73.75,31464
0.18061224489795918,77,-0.3547335619007604,1.7863388057940934,6.0,57.0,31582.0,6738.0,6413.0,76.25,31582
0.18061224489795918,78,-0.4338155229672316,2.642738702892563,7.0,24.0,31936.0,5775.428571428572,4120.5,52.5,31936
0.18061224489795918,79,-0.323713953817529,1.5598008253388318,6.0,48.0,32214.0,6738.0,5151.5,204.0,32214
0.18061224489795918,80,-0.32955166112086837,1.5587182832649908,6.0,48.0,32428.0,6738.0,5047.75,189.25,32428
0.18061224489795918,81,-0.31762184163817864,1.4460181355790365,6.0,92.0,32570.0,6738.0,4992.0,162.0,32570
0.18061224489795918,82,-0.34963838798275704,1.390363578576387,8.0,37.0,32896.0,5053.5,2718.5,93.5,32896
0.18061224489795918,83,-0.3749120637418604,1.4992802441599289,10.0,37.0,33083.0,4042.8,1918.5,52.25,33083
0.18061224489795918,84,-0.3628877194866908,1.4625991775026836,8.0,37.0,33372.0,5053.5,2584.0,68.75,33372
0.18061224489795918,85,-0.35498022893712305,1.483608786825534,7.0,42.0,33576.0,5775.428571428572,2863.5,134.0,33576
0.18061224489795918,86,-0.292114059923137,1.4145163707241553,6.0,154.0,33943.0,6738.0,3011.0,442.75,33943
0.18061224489795918,87,-0.295515000675095,1.4121257494265669,6.0,154.0,34113.0,6738.0,2908.75,435.5,34113
0.18061224489795918,88,-0.3549655706425674,1.3321224687589237,9.0,39.0,34351.0,4492.0,1732.0,47.0,34351
0.18061224489795918,89,-0.3788666348644853,1.4675705013194782,8.0,17.0,34560.0,5053.5,2044.25,86.25,34560
0.18061224489795918,90,-0.39610033811385825,1.4369279259818746,9.0,17.0,34735.0,4492.0,1558.0,102.0,34735
0.18061224489795918,91,-0.4225492836457988,1.484122792970252,14.0,25.0,34841.0,2887.714285714286,536.75,42.5,34841
0.18061224489795918,92,-0.41979231839846454,1.4807556116277671,13.0,33.0,35059.0,3109.846153846154,530.0,65.0,35059
0.18061224489795918,93,-0.4256667571121413,1.4498466705460964,14.0,35.0,35239.0,2887.714285714286,369.75,73.5,35239
0.18061224489795918,94,-0.4177878488686264,1.4342821483984503,14.0,37.0,35442.0,2887.714285714286,317.5,76.75,35442
0.18061224489795918,95,-0.4215399991064847,1.4302794238486294,14.0,55.0,35600.0,2887.714285714286,308.25,78.25,35600
0.18061224489795918,96,-0.4243506648018525,1.4369914532634545,14.0,55.0,35722.0,2887.714285714286,297.0,73.75,35722
0.18061224489795918,97,-0.4268437034254181,1.4427880788094296,14.0,55.0,35888.0,2887.714285714286,272.0,74.75,35888
0.18061224489795918,98,-0.4251999305391742,1.441657628700165,12.0,77.0,36077.0,3369.0,535.5,101.25,36077
0.18061224489795918,99,-0.4283439000133997,1.401192007364963,12.0,27.0,36292.0,3369.0,515.5,99.0,36292
0.18061224489795918,100,-0.42727854742311755,1.4185427855802695,11.0,27.0,36580.0,3675.2727272727275,748.0,100.0,36580
0.18571428571428572,5,-0.2201834234833776,1.3367643076274365,72.0,1.0,38475.0,561.5,8.25,5.0,1407
0.18571428571428572,6,-0.20170341650119608,1.4665818883964903,51.0,4.0,38235.0,792.7058823529412,11.0,6.0,1766
0.18571428571428572,7,-0.2142851517193072,1.4570096164259922,42.0,4.0,37906.0,962.5714285714286,12.75,7.0,2111
0.18571428571428572,8,-0.20308905215386638,1.6924182407185644,39.0,5.0,37616.0,1036.6153846153845,13.0,7.0,2423
0.18571428571428572,9,-0.26474400603425774,1.566866845286598,36.0,5.0,37237.0,1123.0,13.25,8.0,2791
0.18571428571428572,10,-0.3010258461120972,1.350682764884339,38.0,3.0,36817.0,1063.8947368421052,17.0,8.25,3149
0.18571428571428572,11,-0.27261876058464907,1.2967938627257065,28.0,6.0,36464.0,1443.857142857143,19.25,11.0,3551
0.18571428571428572,12,-0.2836152697563833,1.2813989852960406,27.0,7.0,36171.0,1497.3333333333333,19.0,12.0,3869
0.18571428571428572,13,-0.34611308919560213,1.443796863696342,30.0,2.0,35687.0,1347.6,21.0,11.0,4261
0.18571428571428572,14,-0.3306125286901791,1.3078483447530005,31.0,5.0,35260.0,1304.1290322580646,21.0,11.5,4673
0.18571428571428572,15,-0.3621664278041505,1.4410790247477927,21.0,2.0,34583.0,1925.142857142857,38.0,14.0,5235
0.18571428571428572,16,-0.3880798414629811,1.4115349359958338,29.0,8.0,34087.0,1394.0689655172414,34.0,14.0,5652
0.18571428571428572,17,-0.4103061275991519,1.3093216819485562,22.0,10.0,33820.0,1837.6363636363637,27.25,15.25,6118
0.18571428571428572,18,-0.3065094710084787,1.518513675069458,15.0,6.0,33521.0,2695.2,47.0,14.0,6536
0.18571428571428572,19,-0.338588251856591,1.5294515089448877,16.0,6.0,33133.0,2526.75,54.5,15.75,6867
0.18571428571428572,20,-0.3590973970865286,1.5644224822090178,17.0,6.0,32807.0,2378.1176470588234,41.0,15.0,7205
0.18571428571428572,21,-0.38109283135942007,1.79435706065655,18.0,7.0,32401.0,2246.0,34.0,17.0,7601
0.18571428571428572,22,-0.4083681889411439,1.5369194208926908,14.0,7.0,32073.0,2887.714285714286,40.25,15.0,8082
0.18571428571428572,23,-0.45826385141564496,1.3716026171571458,20.0,10.0,31673.0,2021.4,23.0,14.75,8399
0.18571428571428572,24,-0.26218585329996114,1.4993474627055234,8.0,16.0,31296.0,5053.5,2272.75,24.0,8953
0.18571428571428572,25,-0.37990820354318516,1.5633738084651343,11.0,12.0,30838.0,3675.2727272727275,38.5,16.5,9374
0.18571428571428572,26,-0.3769906663609002,1.6338865070319217,11.0,16.0,30512.0,3675.2727272727275,43.5,24.0,9654
0.18571428571428572,27,-0.42351691421442655,1.8984993694501588,17.0,10.0,29648.0,2378.1176470588234,69.0,26.0,10012
0.18571428571428572,28,-0.4600638969833138,1.7958597378167753,16.0,11.0,29281.0,2526.75,80.5,26.0,10464
0.18571428571428572,29,-0.45918564883644086,1.7909746151249184,17.0,11.0,28900.0,2378.1176470588234,58.0,19.0,10905
0.18571428571428572,30,-0.3768327450549709,1.4367965514722854,13.0,16.0,28456.0,3109.846153846154,58.0,31.0,11401
0.18571428571428572,31,-0.4107656627520219,1.5212494150288298,15.0,12.0,28020.0,2695.2,57.5,32.0,11767
0.18571428571428572,32,-0.43983193852531266,1.5970268565809704,19.0,12.0,27309.0,2127.7894736842104,56.0,28.5,12294
0.18571428571428572,33,-0.4116266434316038,1.6164561202405303,19.0,26.0,25625.0,2127.7894736842104,143.0,34.0,12929
0.18571428571428572,34,-0.41275103860520046,1.6159365489180206,19.0,12.0,25271.0,2127.7894736842104,103.0,34.0,13452
0.18571428571428572,35,-0.4629862409322137,1.640367147285429,20.0,19.0,24801.0,2021.4,107.25,31.75,14025
0.18571428571428572,36,-0.4690948805430622,1.9410341595771317,23.0,5.0,24314.0,1757.7391304347825,86.0,30.0,14466
0.18571428571428572,37,-0.42668392530796256,1.650636020859738,18.0,36.0,23660.0,2246.0,204.75,43.25,14934
0.18571428571428572,38,-0.47464438322311064,1.6219250520751383,19.0,37.0,22855.0,2127.7894736842104,192.5,48.0,15532
0.18571428571428572,39,-0.4757249001637254,1.5794220625123874,20.0,18.0,22562.0,2021.4,161.5,44.5,15962
0.18571428571428572,40,-0.4802957661401294,1.6435300992166266,20.0,11.0,22338.0,2021.4,142.0,40.5,16396
0.18571428571428572,41,-0.48745429045531524,1.6773124301515494,19.0,27.0,22004.0,2127.7894736842104,151.5,40.0,16921
0.18571428571428572,42,-0.4753530846678874,1.7361036191307366,19.0,9.0,21656.0,2127.7894736842104,135.5,42.5,17329
0.18571428571428572,43,-0.4985657367933311,1.7706784289147832,19.0,25.0,21311.0,2127.7894736842104,120.5,40.5,17744
0.18571428571428572,44,-0.4657889256806827,2.2392176050748724,15.0,29.0,21051.0,2695.2,162.0,43.5,18277
0.18571428571428572,45,-0.471060267007781,2.337602228847545,16.0,19.0,20772.0,2526.75,132.75,39.25,18589
0.18571428571428572,46,-0.45188700468381876,1.7030866327710528,13.0,42.0,20215.0,3109.846153846154,227.0,46.0,19071
0.18571428571428572,47,-0.3975386758606353,3.5162361112897527,11.0,45.0,19824.0,3675.2727272727275,235.5,65.0,19522
0.18571428571428572,48,-0.4703345889331691,3.055256311914664,13.0,26.0,19966.0,3109.846153846154,197.0,48.0,19966
0.18571428571428572,49,-0.4669084411427182,3.0560528274170022,12.0,24.0,20397.0,3369.0,185.0,43.5,20397
0.18571428571428572,50,-0.39435243891111027,2.854777267537884,10.0,27.0,20898.0,4042.8,130.75,48.75,20898
0.18571428571428572,51,-0.37781617229379494,2.8018016385378126,9.0,42.0,21291.0,4492.0,133.0,52.0,21291
0.18571428571428572,52,-0.39988630143270215,2.7513436414120966,9.0,42.0,21625.0,4492.0,120.0,62.0,21625
0.18571428571428572,53,-0.40556648007662677,2.614460351507336,11.0,22.0,22009.0,3675.2727272727275,101.0,35.5,22009
0.18571428571428572,54,-0.4614887985948826,2.8106328422270583,11.0,33.0,22299.0,3675.2727272727275,93.5,46.0,22299
0.18571428571428572,55,-0.42324813007095735,3.025336923154365,9.0,30.0,22698.0,4492.0,96.0,45.0,22698
0.18571428571428572,56,-0.4514545666471096,2.783330658234378,12.0,30.0,23109.0,3369.0,112.25,41.0,23109
0.18571428571428572,57,-0.4121254397650086,2.329409465385325,8.0,32.0,23513.0,5053.5,4234.0,42.25,23513
0.18571428571428572,58,-0.39232042629686315,1.6856717969920887,10.0,30.0,23870.0,4042.8,128.75,43.75,23870
0.18571428571428572,59,-0.4180430606172279,1.706742426935086,8.0,38.0,24255.0,5053.5,4025.25,66.5,24255
0.18571428571428572,60,-0.374327248837853,1.7764983239277659,7.0,57.0,24538.0,5775.428571428572,7821.0,60.5,24538
0.18571428571428572,61,-0.23851624734809784,1.8020190796104796,5.0,58.0,24989.0,8085.6,15202.0,70.0,24989
0.18571428571428572,62,-0.2054876455330442,1.6026377553280102,6.0,61.0,25310.0,6738.0,11142.25,63.0,25310
0.18571428571428572,63,-0.29304078650642346,1.6570118713715944,6.0,63.0,25682.0,6738.0,10726.5,82.75,25682
0.18571428571428572,64,-0.2777455124189116,1.7996524243823537,5.0,66.0,25876.0,8085.6,14076.0,140.0,25876
0.18571428571428572,65,-0.3359969068010868,1.714710559584798,6.0,66.0,26097.0,6738.0,10330.75,138.5,26097
0.18571428571428572,66,-0.34269984406377485,1.5951861526477606,7.0,45.0,26327.0,5775.428571428572,6836.0,86.0,26327
0.18571428571428572,67,-0.31084930298412905,1.7098650087737723,6.0,46.0,26657.0,6738.0,9967.25,123.5,26657
0.18571428571428572,68,-0.31716969920600985,1.8106529783697327,6.0,40.0,26891.0,6738.0,9841.75,90.0,26891
0.18571428571428572,69,-0.33739218254499065,1.7551590203275471,7.0,40.0,27122.0,5775.428571428572,6521.5,62.5,27122
0.18571428571428572,70,-0.18980600703779546,1.929649416851131,4.0,71.0,27499.0,10107.0,16379.5,156.5,27499
0.18571428571428572,71,-0.23608517836306547,1.7595256804387607,5.0,71.0,27719.0,8085.6,12320.0,145.0,27719
0.18571428571428572,72,-0.17630220148695014,1.8152115299747742,4.0,136.0,27966.0,10107.0,16127.25,142.75,27966
0.18571428571428572,73,-0.1754591356353918,1.8020359266841512,4.0,124.0,28176.0,10107.0,16035.75,135.25,28176
0.18571428571428572,74,-0.30275888660485556,2.430343379975143,5.0,43.0,28359.0,8085.6,11785.0,107.0,28359
0.18571428571428572,75,-0.36329040024639747,2.054176235531974,5.0,44.0,28790.0,8085.6,11412.0,54.0,28790
0.18571428571428572,76,-0.08722480103776359,1.916355792726175,3.0,129.0,29049.0,13476.0,20149.5,5689.5,29049
0.18571428571428572,77,-0.2898598075793574,1.728233892304972,5.0,48.0,29285.0,8085.6,10939.0,50.0,29285
0.18571428571428572,78,-0.3763772969857949,2.005457596030995,6.0,51.0,29512.0,6738.0,7937.75,70.0,29512
0.18571428571428572,79,-0.3412698170232341,2.1318147762557738,5.0,69.0,29728.0,8085.6,10376.0,82.0,29728
0.18571428571428572,80,-0.34143822253883693,2.135814975079396,5.0,69.0,29840.0,8085.6,10261.0,88.0,29840
0.18571428571428572,81,-0.36282967785259096,1.945155801614185,7.0,22.0,30063.0,5775.428571428572,5066.5,64.5,30063
0.18571428571428572,82,-0.2889997313666867,2.10050143397027,5.0,22.0,30341.0,8085.6,9864.0,77.0,30341
0.18571428571428572,83,-0.28718678097029077,2.102271470256281,5.0,22.0,30486.0,8085.6,9708.0,76.0,30486
0.18571428571428572,84,-0.2445966573201291,1.986326878211679,5.0,23.0,30759.0,8085.6,9479.0,53.0,30759
0.18571428571428572,85,-0.15015405173827415,2.306162513246575,3.0,114.0,30998.0,13476.0,20157.0,4715.0,30998
0.18571428571428572,86,0.024494237887365173,2.348711257471934,2.0,9172.0,31256.0,20214.0,25735.0,14693.0,31256
0.18571428571428572,87,-0.06771069546613741,1.9877161180133918,3.0,3354.0,31461.0,13476.0,18537.0,4483.5,31461
0.18571428571428572,88,-0.14923181722934917,1.7981054808469001,4.0,162.0,31626.0,10107.0,11902.5,2524.5,31626
0.18571428571428572,89,-0.15369991086954304,1.7996409859592468,4.0,144.0,31817.0,10107.0,11861.0,2479.5,31817
0.18571428571428572,90,-0.15394883358036135,1.7956982615269355,4.0,139.0,31910.0,10107.0,11836.25,2460.25,31910
0.18571428571428572,91,-0.1554496160987123,1.7926270052520128,4.0,127.0,32036.0,10107.0,11831.0,2408.5,32036
0.18571428571428572,92,-0.15957138198480378,1.7825050609529334,4.0,94.0,32296.0,10107.0,11800.0,2326.0,32296
0.18571428571428572,93,-0.21820405647216018,1.6002222287195758,5.0,94.0,32539.0,8085.6,3819.0,934.0,32539
0.18571428571428572,94,-0.2204053624616814,1.597615251807834,5.0,94.0,32713.0,8085.6,3713.0,920.0,32713
0.18571428571428572,95,-0.2506436006476727,1.5238699657712078,5.0,455.0,32994.0,8085.6,3637.0,873.0,32994
0.18571428571428572,96,-0.25642996259221745,1.5250093652165133,5.0,436.0,33260.0,8085.6,3536.0,834.0,33260
0.18571428571428572,97,-0.3223437735844814,1.4580776582993842,7.0,88.0,33402.0,5775.428571428572,2715.5,347.5,33402
0.18571428571428572,98,-0.3379507863567052,1.3986745260463493,8.0,90.0,33530.0,5053.5,2506.75,227.75,33530
0.18571428571428572,99,-0.34980944584096935,1.4107456640389069,9.0,88.0,33714.0,4492.0,2308.0,241.0,33714
0.18571428571428572,100,-0.3402909272227946,1.4315944877009676,8.0,121.0,33920.0,5053.5,2348.5,265.25,33920
0.19081632653061223,5,-0.18379156077432582,1.2370251421888252,58.0,3.0,38717.0,697.0344827586207,8.75,5.0,1312
0.19081632653061223,6,-0.18170082881525537,1.4292934067469967,52.0,3.0,38425.0,777.4615384615385,9.25,5.75,1597
0.19081632653061223,7,-0.21326455748940357,1.7178565009627078,38.0,3.0,38108.0,1063.8947368421052,14.0,7.0,1936
0.19081632653061223,8,-0.22074132063113555,1.4693666994850314,37.0,3.0,37810.0,1092.6486486486488,15.0,7.0,2232
0.19081632653061223,9,-0.21187847029733015,1.5029841822440844,31.0,4.0,37553.0,1304.1290322580646,14.0,8.5,2551
0.19081632653061223,10,-0.269905733802424,1.2506728834163348,30.0,1.0,37087.0,1347.6,19.25,10.0,2945
0.19081632653061223,11,-0.2643336551911675,1.1690543948842373,27.0,6.0,36806.0,1497.3333333333333,18.5,10.5,3277
0.19081632653061223,12,-0.2662704242441555,1.282920907376932,25.0,8.0,36450.0,1617.12,20.0,11.0,3609
